"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Л. А. Левицкий. Дневник (1997)";"Л. А. Левицкий";"1929";"Дневник";"1997";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | искусство и культура | политика и общественная жизнь";"Левицкий Л. А. Термос времени. Дневник, 1978-1997. СПб.: Изд-во Сергея Ходова, 2006.";"2006";"книга";"омонимия не снята";"4920";"64412";"н-возраст";"н-уровень";"личная";"Но лиха беда начало. ";"20761:674:1"
" ― линмоп ниролФ";"ахил";"Флорин помнил ― ";"лиха";" ";"беда начало, а потом уж стерпится. ";"Дарья Симонова. Summary (1997)";"Дарья Симонова";"1972";"Summary";"1997";"художественная";"рассказ";"";"Дарья Симонова. Половецкие пляски";"2002";"книга";"омонимия не снята";"151";"1628";"н-возраст";"н-уровень";"большая";"Флорин помнил ― лиха беда начало, а потом уж стерпится. ";"24238:129:2"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Л. А. Левицкий. Дневник (1996)";"Л. А. Левицкий";"1929";"Дневник";"1996";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | искусство и культура | политика и общественная жизнь";"Левицкий Л. А. Термос времени. Дневник, 1978-1997. СПб.: Изд-во Сергея Ходова, 2006.";"2006";"книга";"омонимия не снята";"2456";"36138";"н-возраст";"н-уровень";"личная";"Но лиха беда начало. ";"20760:346:1"
" ,огечиН";"ахил";"Ничего, ";"лиха";" ";"беда ― начало!  ";"Константин Серафимов. Экспедиция во мрак (1978-1996)";"Константин Серафимов";"1953";"Экспедиция во мрак";"1978-1996";"публицистика | нехудожественная";"монография";"спорт";"";"1994";"книга";"омонимия не снята";"16334";"167293";"н-возраст";"н-уровень";"средняя";"Ничего, лиха беда ― начало!  ";"35977:3022:1"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало!  ";"Константин Серафимов. Экспедиция во мрак (1978-1996)";"Константин Серафимов";"1953";"Экспедиция во мрак";"1978-1996";"публицистика | нехудожественная";"монография";"спорт";"";"1994";"книга";"омонимия не снята";"16334";"167293";"н-возраст";"н-уровень";"средняя";"Лиха беда ― начало!  ";"35977:5534:0"
" ,ястировог как ,оН";"ахил";"Но, как говорится, ";"лиха";" ";"беда начало. ";"Александра Маринина. За все надо платить (1995)";"Александра Маринина";"1957";"За все надо платить";"1995";"художественная";"роман";"";"Александра Маринина. За все надо платить";"2006";"книга";"омонимия не снята";"11112";"116867";"н-возраст";"н-уровень";"большая";"Но, как говорится, лиха беда начало. ";"23304:787:3"
" ― огечин ,алитсуп ен ешьлад он ,екичнавид";"ахил";"диванчике, но дальше не пустила, ничего ― ";"лиха";" ";"беда начало. ";"Петр Алешковский. Жизнеописание Хорька (1990-1993)";"Петр Алешковский";"1957";"Жизнеописание Хорька";"1990-1993";"художественная";"повесть";"";"Алешковский П. Седьмой чемоданчик";"1999";"книга";"омонимия не снята";"2543";"41189";"н-возраст";"н-уровень";"большая";"Попер без боязни, целовались на диванчике, но дальше не пустила, ничего ― лиха беда начало. ";"53412:1002:11"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Михаил Зараев. Как возродить кулака // «Огонек». № 3, 1991";"Михаил Зараев";"";"Как возродить кулака";"1991";"публицистика | нехудожественная";"статья";"сельское хозяйство";"«Огонек». № 3";"1991";"журнал";"омонимия не снята";"464";"5329";"н-возраст";"н-уровень";"очень большая";"Лиха беда начало. ";"47451:454:0"
" ― мат а ,етид еовреп ьсоливяоп корс";"ахил";"срок появилось первое дите, а там ― ";"лиха";" ";"беда начало ― мать родила 13 детей";"Л. М. Каганович. Памятные записки (1991)";"Л. М. Каганович";"1893";"Памятные записки";"1991";"публицистика | нехудожественная";"мемуары";"";"Лазарь Каганович. Памятные записки";"1997";"книга";"омонимия не снята";"8572";"182757";"н-возраст";"н-уровень";"большая";"В положенный срок появилось первое дите, а там ― лиха беда начало ― мать родила 13 детей, из которых семь померли, а в живых осталось шесть ― пять сыновей и одна дочь. ";"53581:193:8"
" мат а ,ьсолачан оготэ С";"ахил";"С этого началось, а там ";"лиха";" ";"беда начало. ";"Л. М. Каганович. Памятные записки (1991)";"Л. М. Каганович";"1893";"Памятные записки";"1991";"публицистика | нехудожественная";"мемуары";"";"Лазарь Каганович. Памятные записки";"1997";"книга";"омонимия не снята";"8572";"182757";"н-возраст";"н-уровень";"большая";"С этого началось, а там лиха беда начало. ";"53581:1718:5"
"";"ахиЛ";"";"Лиха";" ";"беда начало… ";"Инна Семенова. Мрачные своды милосердия // «Пульс», 1990";"Инна Семенова";"";"Мрачные своды милосердия";"1990";"публицистика | нехудожественная";"очерк";"здоровье и медицина";"«Пульс»";"1990";"журнал";"омонимия не снята";"194";"1926";"молодежный";"н-уровень";"большая";"Лиха беда начало… ";"47948:78:0"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Е. Михайловская. Дом окнами в сад // «Работница», 1989";"Е. Михайловская";"";"Дом окнами в сад";"1989";"публицистика | нехудожественная";"очерк";"политика и общественная жизнь";"«Работница»";"1989";"журнал";"омонимия не снята";"134";"1401";"н-возраст";"н-уровень";"большая";"Но лиха беда начало. ";"33737:44:1"
" ― акрап яатяп андо окьлот тут отч";"ахил";"что тут только одна пятая парка ― ";"лиха";" ";"беда начало… ";"Ю. Д. Черниченко. Спустя три года… (1986)";"Ю. Д. Черниченко";"1929";"Спустя три года…";"1986";"публицистика | нехудожественная";"очерк";"сельское хозяйство | администрация и управление | бизнес, коммерция, экономика, финансы";"Ю. Д. Черниченко. Хлеб: Очерки. Повесть";"1988";"книга";"омонимия не снята";"818";"12854";"н-возраст";"н-уровень";"большая";"Ничего, что тут только одна пятая парка ― лиха беда начало… ";"22346:695:7"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало, а там и пойдет. ";"Геннадий Алексеев. Зеленые берега (1983-1984)";"Геннадий Алексеев";"1932";"Зеленые берега";"1983-1984";"художественная";"роман";"";"Г. Алексеев. Зеленые берега";"1990";"книга";"омонимия не снята";"11791";"91765";"н-возраст";"н-уровень";"большая";"Лиха беда ― начало, а там и пойдет. ";"21808:632:0"
" он ,илагурто отэ аз оге отч";"ахил";"что его за это отругали, но ";"лиха";" ";"беда ― начало, после него и другие";"Александр Крон. Капитан дальнего плавания (1983)";"Александр Крон";"1909";"Капитан дальнего плавания";"1983";"художественная";"повесть";"";"Крон А. Капитан дальнего плавания";"1990";"книга";"омонимия не снята";"4645";"65745";"н-возраст";"н-уровень";"большая";"Когда мы ходили по Неве, мастерски провел лодку под неразведенным мостом, был слух, что его за это отругали, но лиха беда ― начало, после него и другие стали ходить». ";"23189:2391:19"
" ,ястировог как :йетед хикат аз мав";"ахил";"вам за таких детей: как говорится, ";"лиха";" ";"беда начало. ";"Аркадий Львов. Двор (1981)";"Аркадий Львов";"1927";"Двор";"1981";"художественная";"роман";"";"Аркадий Львов. Двор";"2003";"книга";"омонимия не снята";"11191";"203150";"н-возраст";"н-уровень";"большая";"Дорогие наши мамы, ― низко поклонился Иона Овсеич, ― спасибо вам за таких детей: как говорится, лиха беда начало. ";"59967:7245:14"
" ,ястировог как ,он ,уджедо ,илфут ьтянс";"ахил";"снять туфли, одежду, но, как говорится, ";"лиха";" ";"беда начало: тут только дай себе";"Аркадий Львов. Двор (1981)";"Аркадий Львов";"1927";"Двор";"1981";"художественная";"роман";"";"Аркадий Львов. Двор";"2003";"книга";"омонимия не снята";"11191";"203150";"н-возраст";"н-уровень";"большая";"После обеда он заперся в кабинете, позволил себе минут на тридцать-сорок прикорнуть в углу дивана, два или три раза возникало сильное желание лечь по-настоящему, снять туфли, одежду, но, как говорится, лиха беда начало: тут только дай себе волю, а там покатишься ― не успеешь ахнуть. ";"59967:10198:31"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Ю. В. Трифонов. Время и место (1980)";"Ю. В. Трифонов";"1925";"Время и место";"1980";"художественная";"роман";"";"Трифонов Ю. В. Собр. соч.: В 4-х томах. Том четвертый";"1987";"книга";"омонимия не снята";"8190";"82230";"н-возраст";"н-уровень";"очень большая";"Лиха беда начало. ";"24519:4063:0"
" он ,акшебыр яанчешорк отэ алыб ,яровог";"ахил";"говоря, была это крошечная рыбешка, но ";"лиха";" ";"беда начало. ";"Андрей Седых. Далекие, близкие. Воспоминания (1979)";"Андрей Седых";"1902";"Далекие, близкие. Воспоминания";"1979";"публицистика | нехудожественная";"мемуары";"";"Андрей Седых. Далекие, близкие. Воспоминания";"2003";"книга";"омонимия не снята";"5552";"69513";"н-возраст";"н-уровень";"большая";"По правде говоря, была это крошечная рыбешка, но лиха беда начало. ";"59976:844:8"
" ,ястировог каК";"ахил";"Как говорится, ";"лиха";" ";"беда ― начало, и в мастерских Металэкс";"Владимир Егоров. На трассе отважных // «Техника - молодежи», 1977";"Владимир Егоров";"";"На трассе отважных";"1977";"публицистика | нехудожественная";"статья";"транспорт | спорт";"«Техника - молодежи»";"1977";"журнал";"омонимия не снята";"66";"1147";"молодежный";"н-уровень";"очень большая";"Как говорится, лиха беда ― начало, и в мастерских Металэкс чехословацкими спортсменами была изготовлена целая серия этих машин. ";"43878:9:2"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"В. В.  Шелохаев. Дневник (1977)";"В. В.  Шелохаев";"1941";"Дневник";"1977";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | администрация и управление | политика и общественная жизнь | история";"Шелохаев В. В. Дневник историка. М.: РОССПЭН, 2013";"2013";"книга";"омонимия не снята";"106";"1053";"н-возраст";"н-уровень";"личная";"Лиха беда начало. ";"21310:81:0"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало. ";"Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977)";"Е. С. Гинзбург";"1906";"Крутой маршрут: Часть 2";"1975-1977";"публицистика | нехудожественная";"мемуары";"";"Евгения Гинзбург. Крутой маршрут";"1990";"книга";"омонимия не снята";"15456";"152359";"н-возраст";"н-уровень";"большая";"Лиха беда ― начало. ";"22756:4335:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"Сергей Залыгин. Комиссия (1976)";"Сергей Залыгин";"1913";"Комиссия";"1976";"художественная";"роман";"";"";"";"книга";"омонимия не снята";"11734";"136259";"н-возраст";"н-уровень";"большая";"Лиха беда начало!  ";"24676:4226:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало! ― произнес Шубиков, войдя в";"Минаков В. Атакуют черноморцы // «Крылья Родины», 1975";"Минаков В";"";"Атакуют черноморцы";"1975";"публицистика | нехудожественная";"очерк";"армия и вооруженные конфликты | частная жизнь | техника";"«Крылья Родины»";"1975";"журнал";"омонимия не снята";"251";"2507";"н-возраст";"профессиональный";"большая";"Лиха беда начало! ― произнес Шубиков, войдя в штабной класс, где собрался летный состав. ";"45178:130:0"
" ,нойар йикснитюлиМ ,вореллиМ ,нагруК веевтаМ ьсилязв";"ахил";"взялись Матвеев Курган, Миллеров, Милютинский район, ";"лиха";" ";"беда начало. ";"Ю. Д. Черниченко. Озимый клин (1975)";"Ю. Д. Черниченко";"1929";"Озимый клин";"1975";"публицистика | нехудожественная";"очерк";"сельское хозяйство | администрация и управление | бизнес, коммерция, экономика, финансы";"Ю. Д. Черниченко. Хлеб: Очерки. Повесть";"1988";"книга";"омонимия не снята";"1259";"15326";"н-возраст";"н-уровень";"большая";"Да оно уже не забудется, засело в памяти, ― взялись Матвеев Курган, Миллеров, Милютинский район, лиха беда начало. ";"22343:872:14"
" оН";"ахил";"Но ";"лиха";" ";"беда начало!  ";"А. И. Солженицын. Архипелаг ГУЛаг (1958-1973)";"А. И. Солженицын";"1918";"Архипелаг ГУЛаг";"1958-1973";"публицистика | нехудожественная";"монография";"политика и общественная жизнь";"";"";"книга";"омонимия не снята";"11237";"161167";"н-возраст";"н-уровень";"очень большая";"Но лиха беда начало!  ";"24301:813:1"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"А. В. Кузнецов. Огонь // «Юность» № 3-4. 1969";"А. В. Кузнецов";"1929";"Огонь";"1969";"художественная";"роман";"";"«Юность» № 3-4. 1969";"1969";"журнал";"омонимия не снята";"6032";"53535";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"23216:4242:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Б. Степанов. Проционы и сириусы // «Химия и жизнь», 1969";"Б. Степанов";"";"Проционы и сириусы";"1969";"учебно-научная | нехудожественная";"статья";"наука и технологии | химия";"«Химия и жизнь»";"1969";"журнал";"омонимия не снята";"143";"1792";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"35250:77:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало», ― говорит русская пословица. ";"архиепископ Сан-Францисский Иоанн (Шаховской). Апокалипсис мелкого греха (1967)";"архиепископ Сан-Францисский Иоанн (Шаховской)";"1902";"Апокалипсис мелкого греха";"1967";"церковно-богословская | нехудожественная";"монография";"религия";"Апокалипсис мелкого греха. СПб: 1997";"1997";"книга";"омонимия не снята";"2201";"32241";"н-возраст";"н-уровень";"большая";"Лиха беда начало», ― говорит русская пословица. ";"23902:507:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"А. Гусовский. Элемент № 26: железо // «Химия и жизнь», 1966";"А. Гусовский";"";"Элемент № 26: железо";"1966";"учебно-научная | нехудожественная";"статья";"наука и технологии | химия";"«Химия и жизнь»";"1966";"журнал";"омонимия не снята";"194";"2334";"н-возраст";"н-уровень";"большая";"Лиха беда начало!  ";"34487:80:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Вадим Сафонов. Писатели о своей работе // «Техника - молодежи», 1964";"Вадим Сафонов";"";"Писатели о своей работе";"1964";"публицистика | нехудожественная";"заметка";"искусство и культура";"«Техника - молодежи»";"1964";"журнал";"омонимия не снята";"49";"525";"молодежный";"н-уровень";"очень большая";"Лиха беда начало. ";"42596:41:0"
" ,ястировог как ,оН";"ахил";"Но, как говорится, ";"лиха";" ";"беда начало. ";"З. С. Лелянова. Дневник (1963)";"З. С. Лелянова";"1945";"Дневник";"1963";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | путешествия";"Все станет прошлым: Дневник Лыковенко (1962-1968). Череповец, 2012.";"2012";"книга";"омонимия не снята";"7254";"52541";"н-возраст";"н-уровень";"личная";"Но, как говорится, лиха беда начало. ";"20737:4908:3"
" ― оН";"ахил";"Но ― ";"лиха";" ";"беда начало. ";"А. Т. Твардовский. Рабочие тетради (1963) // «Знамя», 2000";"А. Т. Твардовский";"1910";"Рабочие тетради";"1963";"бытовая";"дневник, записные книжки";"частная жизнь";"«Знамя»";"2000";"журнал";"омонимия не снята";"1246";"19199";"н-возраст";"н-уровень";"личная | большая";"Но ― лиха беда начало. ";"24536:887:1"
" ― оН";"ахил";"Но ― ";"лиха";" ";"беда начало ― дальше она пошла бойчей";"В. Ф. Панова. Который час? Сон в зимнюю ночь (1941-1963)";"В. Ф. Панова";"1905";"Который час? Сон в зимнюю ночь";"1941-1963";"художественная";"роман | сказка";"";"Панова В. Ф. Собр. соч.: В 5 т. Т. 2";"1987";"книга";"омонимия не снята";"3666";"25438";"н-возраст";"н-уровень";"большая";"Но ― лиха беда начало ― дальше она пошла бойчей, бойчей ― поосвоилась. ";"23534:1128:1"
"";"ахиЛ";"";"Лиха";" ";"беда начало и так далее. ";"Василий Аксенов. Коллеги (1962)";"Василий Аксенов";"1932";"Коллеги";"1962";"художественная";"повесть";"";"Аксенов В. П. Апельсины из Марокко";"2006";"книга";"омонимия не снята";"6342";"51324";"н-возраст";"н-уровень";"большая";"Лиха беда начало и так далее. ";"21800:3228:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Георгий Владимов. Большая руда (1961)";"Георгий Владимов";"1931";"Большая руда";"1961";"художественная";"повесть";"";"Георгий Владимов. Верный Руслан";"2004";"книга";"омонимия не снята";"3456";"30948";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"52934:800:0"
" ― мотоп жу А";"ахил";"А уж потом ― ";"лиха";" ";"беда начало ― стал разыскивать таких рассказчиков";"Юрий Арбат. Звонкое чудо // «Огонек». № 39, 1959";"Юрий Арбат";"";"Звонкое чудо";"1959";"художественная";"сказ";"";"«Огонек». № 39";"1959";"журнал";"омонимия не снята";"478";"4757";"н-возраст";"н-уровень";"очень большая";"А уж потом ― лиха беда начало ― стал разыскивать таких рассказчиков и на других фарфоровых и фаянсовых заводах необъятной нашей страны: в подмосковной Гжели, старинном гнезде русских фарфористов, в украинских Вудах и Коростени, в Конакове, что красуется на берегу Волги и Московского моря, в Песочном, возле Рыбинска, и других местах. ";"46840:6:3"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"С. Николаев. Сад перед домом // «Огонек». № 27, 1959";"С. Николаев";"";"Сад перед домом";"1959";"публицистика | нехудожественная";"заметка";"природа | сельское хозяйство";"«Огонек». № 27";"1959";"журнал";"омонимия не снята";"38";"323";"н-возраст";"н-уровень";"очень большая";"Лиха беда начало!  ";"46770:16:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало ― и все перестали бояться. ";"Василий Катанян. Лоскутное одеяло (1950-1959)";"Василий Катанян";"1924";"Лоскутное одеяло";"1950-1959";"публицистика | нехудожественная";"дневник, записные книжки";"";"Василий Катанян. Лоскутное одеяло";"2001";"книга";"омонимия не снята";"1514";"15805";"н-возраст";"н-уровень";"большая";"Лиха беда начало ― и все перестали бояться. ";"53585:421:0"
" ― ,вокниваС лазакс ― ,аД";"ахил";"Да, ― сказал Савинков, ― ";"лиха";" ";"беда начало. ";"Р. Б. Гуль. Азеф (1958)";"Р. Б. Гуль";"1896";"Азеф";"1958";"художественная";"роман";"";"Роман Гуль. Азеф";"1974";"книга";"омонимия не снята";"10653";"85136";"н-возраст";"н-уровень";"большая";"Да, ― сказал Савинков, ― лиха беда начало. ";"22877:4016:3"
"";"ахиЛ";"";"Лиха";" ";"беда начало, как говорится. ";"В. А. Каверин. Открытая книга (1949-1956)";"В. А. Каверин";"1902";"Открытая книга";"1949-1956";"художественная";"роман";"";"Каверин В. Открытая книга";"1969";"книга";"омонимия не снята";"18026";"213328";"н-возраст";"н-уровень";"очень большая";"Лиха беда начало, как говорится. ";"23038:17692:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"Даниил Гранин. Искатели (1954)";"Даниил Гранин";"1919";"Искатели";"1954";"художественная";"роман";"";"Даниил Гранин. Искатели";"1979";"книга";"омонимия не снята";"12992";"118178";"н-возраст";"н-уровень";"очень большая";"Лиха беда начало. ";"22866:8918:0"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало, ― говорит русская пословица. ";"архиепископ Иоанн Сан-Францисский (Шаховской). Ищите добра (1948-1954)";"архиепископ Иоанн Сан-Францисский (Шаховской)";"1902";"Ищите добра";"1948-1954";"церковно-богословская | нехудожественная";"беседа";"религия";"Архиеписков Иоанн Сан-Францисский (Шаховской), «Беседы с Русским народом», «Лодья» — Москва — 2028";"1997";"книга";"омонимия не снята";"45";"688";"н-возраст";"н-уровень";"большая";"Лиха беда ― начало, ― говорит русская пословица. ";"51332:23:0"
"« отч умотоп ,аньловод ьтыб анжлод я";"ахил";"я должна быть довольна, потому что «";"лиха";" ";"беда начало», что я должна добиться";"Н. С. Покровская. Дневник русской женщины (1952)";"Н. С. Покровская";"1906";"Дневник русской женщины";"1952";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | искусство и культура";"Покровская Н. С. Дневник русской женщины. 1945—1966 гг. М.: Культурно-просветительский центр «Преображение», 2011. Т. 2.";"2011";"книга";"омонимия не снята";"1578";"16748";"н-возраст";"н-уровень";"личная";"Потом он сказал, что я должна быть довольна, потому что «лиха беда начало», что я должна добиться того, чтобы хоть один раз в два месяца мой рассказ печатался в «Крокодиле». ";"74615:32:10"
"";"ахиЛ";"";"Лиха";" ";"беда ― начало. ";"Михаил Бубеннов. Белая береза / части 3-6 (1942-1952)";"Михаил Бубеннов";"1909";"Белая береза / части 3-6";"1942-1952";"художественная";"роман";"";"Бубеннов М. С. Собрание сочинений в четырех томах. ― Т. 2";"1981";"книга";"омонимия не снята";"7887";"76423";"н-возраст";"н-уровень";"очень большая";"Лиха беда ― начало. ";"73125:5960:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало… ";"М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940)";"М. А. Шолохов";"1905";"Тихий Дон. Книга четвёртая";"1928-1940";"художественная";"роман";"";"Шолохов М. Тихий Дон";"1980";"книга";"омонимия не снята";"13191";"127426";"н-возраст";"н-уровень";"очень большая";"Лиха беда начало… ";"128074:4954:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"А. С. Макаренко. Коммунистическое воспитание и поведение (1939)";"А. С. Макаренко";"1888";"Коммунистическое воспитание и поведение";"1939";"учебно-научная | нехудожественная";"лекция | беседа";"образование";"";"";"книга";"омонимия не снята";"822";"9706";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"77045:810:0"
"« он ,охолп унчан я ,ьтыб тежом";"ахил";"может быть, я начну плохо, но «";"лиха";" ";"беда ― начало», другой сделает потом лучше. ";"А. С. Макаренко. [О Книге для родителей] (Выступление А. С. Макаренко на Московском станкостроительном заводе им. Серго Орджоникидзе 9 мая 1938 г.) (1938)";"А. С. Макаренко";"1888";"[О Книге для родителей] (Выступление А. С. Макаренко на Московском станкостроительном заводе им. Серго Орджоникидзе 9 мая 1938 г.)";"1938";"публицистика | нехудожественная";"беседа";"образование";"Макаренко А. С. Собрание сочинений в пяти томах. Том IV";"1971";"книга";"омонимия не снята";"409";"5909";"н-возраст";"н-уровень";"большая";"Плохо будет дальше написано или хорошо, читатели скажут, может быть, я начну плохо, но «лиха беда ― начало», другой сделает потом лучше. ";"77052:34:14"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"И. Г. Гольдберг. День разгорается (1935)";"И. Г. Гольдберг";"1884";"День разгорается";"1935";"художественная";"роман";"";"Гольдберг И. День разгорается, Иркутск: ОГИЗ: Крайгиз, 1935";"1935";"книга";"омонимия не снята";"14849";"125033";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"129492:8107:0"
" оН";"ахил";"Но ";"лиха";" ";"беда начало. ";"Н. Ф. Новиков. Дневник (1935)";"Н. Ф. Новиков";"1903";"Дневник";"1935";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь";"";"";"электронное издание";"омонимия не снята";"416";"4305";"н-возраст";"н-уровень";"личная";"Но лиха беда начало. ";"74556:319:1"
" ― оН";"ахил";"Но ― ";"лиха";" ";"беда начало. ";"Предисловие к книге «Страна счастливых» (1931)";"";"";"Предисловие к книге «Страна счастливых»";"1931";"публицистика | нехудожественная";"предисловие, послесловие";"политика и общественная жизнь";"Ларри Я. Страна счастливых";"1931";"книга";"омонимия не снята";"200";"3486";"н-возраст";"н-уровень";"большая";"Но ― лиха беда начало. ";"76866:178:1"
"«  :укровогоп юукссур линмопсв Я";"ахиЛ";"Я вспомнил русскую поговорку:  «";"Лиха";" ";"беда ― начало», проникся гордым сознанием, что";"М. С. Бабушкин. На зверобойных промыслах (1926-1931)";"М. С. Бабушкин";"1893";"На зверобойных промыслах";"1926-1931";"публицистика | нехудожественная";"мемуары";"политика и общественная жизнь | техника";"Записки летчика М. С. Бабушкина. 1893-1938";"1941";"книга";"омонимия не снята";"519";"5560";"н-возраст";"н-уровень";"большая";"Я вспомнил русскую поговорку:  «Лиха беда ― начало», проникся гордым сознанием, что являюсь пионером этого дела, и стал расспрашивать Еремеева о «зверобойке». ";"72723:41:4"
"";"ахиЛ";"";"Лиха";" ";"беда начало… ";"П. А. Богданов. Дневники (1925)";"П. А. Богданов";"1888";"Дневники";"1925";"бытовая";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь | сельское хозяйство";"";"";"электронный текст";"омонимия не снята";"1966";"17953";"н-возраст";"н-уровень";"личная";"Лиха беда начало… ";"74137:1662:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало: будут поступать и эти";"П. К. Козлов. Географический дневник Тибетской экспедиции 1923-1926 гг. №2 (1924)";"П. К. Козлов";"1863";"Географический дневник Тибетской экспедиции 1923-1926 гг. №2";"1924";"учебно-научная | нехудожественная";"дневник, записные книжки";"наука и технологии | география";"П. К. Козлов. Дневники монголо-тибетской экспедиции. 1923-1926. (Научное наследство. Т. 30)";"2003";"книга";"омонимия не снята";"5794";"88292";"н-возраст";"н-уровень";"средняя";"Лиха беда начало: будут поступать и эти зверьки, как было с первыми змеями ― сначала ни одной, а потом ― избыток; пришлось их убивать, ведь мы взяли в коллекцию всего около шести экземпляров. ";"77435:1428:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало. ";"М. М. Пришвин. Дневники (1921)";"М. М. Пришвин";"1873";"Дневники";"1921";"публицистика | нехудожественная";"дневник, записные книжки";"";"М. М. Пришвин. Дневники. 1920-1922. ― М.: Московский рабочий, 1995";"1995";"книга";"омонимия не снята";"2977";"36633";"н-возраст";"н-уровень";"большая";"Лиха беда начало. ";"127277:2418:0"
"« тировог ациволсоп яакссур он ,олам акоп";"ахил";"пока мало, но русская пословица говорит «";"лиха";" ";"беда ― начало» и руководители надеются, что";"В отделах Всевобуч // «Русский спорт», 1919";"коллективный";"";"В отделах Всевобуч";"1919";"публицистика | нехудожественная";"заметка";"образование | спорт";"«Русский спорт»";"1919";"журнал";"омонимия не снята";"136";"2491";"н-возраст";"н-уровень";"средняя";"В члены общества записалось, что очень отрадно видеть несколько женщин; их, правда, пока мало, но русская пословица говорит «лиха беда ― начало» и руководители надеются, что к середине лета они будут видеть членами о-ва 30 или 40 женщин. ";"81970:84:18"
"";"ахиЛ";"";"Лиха";" ";"беда начало!  ";"С. Т. Семенов. Беженка Луиза (1916)";"С. Т. Семенов";"1868";"Беженка Луиза";"1916";"художественная";"рассказ";"";"Семенов С. Т. Рассказы и повести";"1983";"книга";"омонимия не снята";"934";"7842";"н-возраст";"н-уровень";"большая";"Лиха беда начало!  ";"127787:660:0"
"";"ахиЛ";"";"Лиха";" ";"беда начало, а то, може, за";"С. Т. Семенов. Гаврила Скворцов (1904)";"С. Т. Семенов";"1868";"Гаврила Скворцов";"1904";"художественная";"повесть";"";"Семенов С. Т. Рассказы и повести";"1983";"книга";"омонимия не снята";"2188";"23268";"н-возраст";"н-уровень";"большая";"Лиха беда начало, а то, може, за одним-то другой да третий. ";"127802:393:0"
" еьнарв оВ";"ахил";"Во вранье ";"лиха";" ";"беда начало, а там до того";"А. В. Амфитеатров. Княжна (1889-1895)";"А. В. Амфитеатров";"1862";"Княжна";"1889-1895";"художественная";"роман";"";"А. В. Амфитеатров. Собрание сочинений в 10 томах. Т. 1";"2000";"книга";"омонимия не снята";"6311";"68808";"н-возраст";"н-уровень";"большая";"Во вранье лиха беда начало, а там до того доврешься, что и сам себе верить начнешь… ";"62751:4028:2"
" ,ьтачан ьдубин-огеч с еж одан оН";"ахил";"Но надо же с чего-нибудь начать, ";"лиха";" ";"беда начало, а потом, я думаю";"Г. И. Успенский. Письма (1887)";"Г. И. Успенский";"1843";"Письма";"1887";"бытовая | нехудожественная";"письмо";"частная жизнь";"Успенский Г. И. Собрание сочинений в девяти томах. Том девятый. Статьи. Письма";"1957";"книга";"омонимия не снята";"2895";"34403";"н-возраст";"н-уровень";"большая";"Но надо же с чего-нибудь начать, лиха беда начало, а потом, я думаю, будет и лучше. ";"69049:1504:6"
